VehicleID,Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
VHL12683,Lagos,Mercedes-Benz,GLK-Class,"2,014",Brown,10.80,Foreign Used,"69,000"
VHL13214,Ibadan,Toyota,RAV4 Automatic,"2,003",Green,3.30,Foreign Used,"165,238"
VHL11122,Abuja,Honda,Accord Sedan EX-L Automatic,"2,007",Gold,1.90,Foreign Used,
VHL15255,Lagos,Toyota,4-Runner Limited,"2,008",Black,5.50,Foreign Used,
VHL19763,Lagos,Infiniti,QX4,"2,002",Gray,1.58,Nigerian Used,"286,114"
VHL17142,Abuja,Toyota,Venza,"2,011",Brown,5.00,Nigerian Used,
VHL19968,Lagos,Dodge,Durango,"2,019",White,32.50,,91
VHL11636,Abuja,Mercedes-Benz,GLK-Class,"2,010",Gray,9.56,Foreign Used,"142,261"
VHL10331,Abuja,Lexus,RX,"2,014",Red,12.50,Foreign Used,
VHL14213,Abuja,Lexus,RX,"2,006",Gold,3.80,Nigerian Used,
VHL13335,Lagos,Lexus,RX 330 AWD,"2,006",Blue,5.20,Foreign Used,
VHL14224,Abuja,Toyota,Camry,"2,012",Black,5.20,Foreign Used,"58,000"
VHL16675,Abuja,Volkswagen,Passat SEL Premium,"2,013",Blue,6.70,Foreign Used,"63,852"
VHL11386,Abuja,Kia,Sportage 2.7 EX V6,"2,006",White,1.35,Nigerian Used,
VHL17126,Lagos,Lexus,RX,"2,001",Blue,3.40,Foreign Used,"60,000"
VHL11720,Ibadan,Honda,Accord 2.4,"2,007",Black,1.39,Nigerian Used,"190,852"
VHL11981,Lagos,Lexus,GX 470,"2,008",Gold,7.50,Foreign Used,"85,470"
VHL19074,Ibadan,Toyota,Sienna LE 8 Passenger,"2,010",Gray,3.60,Foreign Used,"97,621"
VHL10410,Lagos,Lexus,GX,"2,004",Silver,5.50,Foreign Used,"64,000"
VHL17681,Lagos,Lexus,ES 350 FWD,"2,013",Gray,9.30,Foreign Used,"96,000"
VHL14692,Abuja,Mercedes-Benz,C230,"2,007",Black,1.55,Nigerian Used,"113,221"
VHL15954,Abuja,Mercedes-Benz,E350,"2,008",Black,5.50,Foreign Used,"52,352"
VHL10332,Lagos,Lexus,LX 570 AWD,"2,021",Black,95.00,Brand New,
VHL15383,Abuja,Toyota,Corolla,"2,012",Red,3.65,Nigerian Used,
VHL13096,Lagos,Toyota,4-Runner Limited V6 4x4,"2,005",Gold,3.90,Foreign Used,"59,271"
VHL17617,Abuja,Pontiac,Torrent,"2,008",Gold,3.40,Foreign Used,"73,897"
VHL19806,Abuja,Mercedes-Benz,C300,"2,009",Black,4.70,Foreign Used,"87,000"
VHL14569,Lagos,Lexus,ES 350,"2,008",Silver,4.60,Foreign Used,"91,000"
VHL12192,Ibadan,Nissan,Pathfinder,"2,013",Black,5.63,Nigerian Used,"391,385"
VHL11575,Abuja,Toyota,RAV4,"2,014",Gray,9.90,Foreign Used,
VHL14072,Abuja,Mercedes-Benz,C63,"2,015",White,35.00,Foreign Used,
VHL11132,Abuja,Honda,Accord,"2,014",Silver,4.00,Nigerian Used,
VHL13883,Abuja,Lexus,ES,"2,004",Silver,2.00,Nigerian Used,
VHL13324,Lagos,Toyota,Camry,"2,009",Red,3.70,Foreign Used,
VHL16978,Lagos,Mercedes-Benz,C300,"2,012",Black,6.90,Foreign Used,
VHL16209,Lagos,Lexus,RX 350 F Sport AWD,"2,019",White,32.00,Foreign Used,"7,495"
VHL16524,Lagos,Honda,Accord EX,"2,018",White,13.50,Foreign Used,"38,332"
VHL15950,Ibadan,Volkswagen,Golf 1.6 Comfortline,"2,006",Silver,1.75,Foreign Used,"2,690"
VHL13260,Lagos,BMW,X5,"2,001",Blue,1.25,,"245,188"
VHL17158,Lagos,Land Rover,Range Rover Velar P380 SE R-Dynamic 4x4,"2,018",White,43.00,Foreign Used,
VHL13196,Abuja,Honda,Accord 2.4 Executive,"2,009",Silver,3.30,Foreign Used,"100,000"
VHL18295,Lagos,Lexus,GX 460 Premium,"2,013",Black,17.00,Foreign Used,
VHL17992,Abuja,Toyota,Sienna,"2,006",Gold,3.20,Foreign Used,"80,000"
VHL12308,Abuja,Mercedes-Benz,C300,"2,015",White,13.00,Foreign Used,"40,325"
VHL11652,Abuja,Land Rover,Range Rover,"2,007",Black,4.60,Nigerian Used,"89,002"
VHL18219,Abuja,Mercedes-Benz,M Class,"2,014",Silver,14.50,Foreign Used,
VHL12010,Abuja,Toyota,Highlander Limited,"2,012",Green,7.75,Foreign Used,
VHL15927,Lagos,Lexus,ES 350,"2,010",Black,5.90,Foreign Used,"99,402"
VHL17529,Ibadan,Toyota,Corolla,"2,012",Blue,4.00,Foreign Used,
VHL12076,Lagos,Mercedes-Benz,GLK-Class,"2,012",Black,8.00,Foreign Used,"69,085"
VHL10102,Lagos,Lexus,ES 350,"2,012",Gray,5.70,Foreign Used,"75,000"
VHL12362,Lagos,Lexus,ES 350,"2,007",Gold,4.20,Foreign Used,
VHL11003,Abuja,Toyota,Venza,"2,010",Brown,5.20,Nigerian Used,
VHL17465,Lagos,Toyota,Tacoma 4dr Double Cab,"2,016",Silver,17.50,Foreign Used,"48,000"
VHL13040,Abuja,Lexus,IS 250,"2,014",Silver,10.80,Foreign Used,"65,000"
VHL16150,Abuja,Mercedes-Benz,C300,"2,016",Black,12.30,Foreign Used,"51,233"
VHL14239,Abuja,Toyota,Tacoma,"2,008",Black,6.70,Foreign Used,
VHL17328,Lagos,Toyota,Corolla LE,"2,007",Red,2.35,Nigerian Used,"121,084"
VHL17606,Lagos,Toyota,Camry,"2,000",Silver,1.07,Nigerian Used,"364,864"
VHL15506,Lagos,Toyota,4-Runner Limited,"2,008",Gray,5.90,Foreign Used,"59,210"
VHL19395,Ibadan,Lexus,ES,"2,003",Black,2.65,Foreign Used,
VHL14929,Lagos,Toyota,Highlander Limited,"2,012",Gray,8.45,Foreign Used,
VHL13347,Abuja,Mercedes-Benz,CLA-Class,"2,011",Red,16.00,Foreign Used,"52,352"
VHL13201,Abuja,Honda,Accord Sport 1.5T,"2,020",Silver,13.50,Foreign Used,
VHL19052,Ibadan,Lexus,ES 300 Off,"2,003",White,2.60,Foreign Used,"148,000"
VHL14368,Lagos,Mercedes-Benz,GL-Class GL 550,"2,009",White,3.94,Nigerian Used,1
VHL19281,Lagos,Toyota,Corolla,"2,019",Gray,10.69,Foreign Used,"5,359"
VHL18288,Lagos,Mercedes-Benz,GL Class GL 450,"2,011",Silver,7.80,Foreign Used,"99,234"
VHL12311,Abuja,Mercedes-Benz,GLA-Class,"2,015",White,15.00,Foreign Used,
VHL18705,Lagos,Lexus,ES,"2,006",Silver,3.30,Foreign Used,"148,214"
VHL12334,Abuja,Mercedes-Benz,GLE-Class Matt,"2,020",Black,66.00,Foreign Used,"22,400"
VHL15192,Abuja,Chevrolet,Suburban,"2,007",Black,28.00,Nigerian Used,"78,000"
VHL11293,Ibadan,Toyota,Camry,"2,006",Silver,2.10,Nigerian Used,"221,594"
VHL15069,Lagos,Toyota,Camry,"2,013",Black,5.00,Foreign Used,"120,000"
VHL16330,Abuja,Toyota,Land Cruiser 4.5 V8 VXR,"2,021",Black,80.00,Brand New,807
VHL11873,Abuja,Lexus,IS 250,"2,016",Black,13.00,Foreign Used,"85,000"
VHL15557,Abuja,Toyota,Avensis Verso 2 Petrol,"2,006",Black,1.98,Nigerian Used,"134,870"
VHL18141,Ibadan,BMW,5 Series,"2,006",Black,2.25,Foreign Used,"51,220"
VHL17879,Abuja,Ford,Ford F-150,"2,021",Gray,38.50,Brand New,
VHL17563,Lagos,Lexus,GX,"2,016",Black,25.00,Foreign Used,
VHL18865,Abuja,Toyota,Corolla,"2,014",Green,5.40,Foreign Used,"50,713"
VHL12505,Abuja,Honda,Accord,"2,012",Brown,2.50,Nigerian Used,
VHL10805,Abuja,Hyundai,Accent,"2,009",Silver,1.13,Nigerian Used,"162,581"
VHL17016,Abuja,Peugeot,206 GTi 180,"2,006",Silver,1.80,Foreign Used,
VHL18839,Abuja,Toyota,Corolla S,"2,004",Gray,2.75,Foreign Used,"85,000"
VHL13175,Abuja,Honda,Civic,"2,006",Brown,2.81,Foreign Used,"175,418"
VHL18390,Abuja,Toyota,Land Cruiser Prado 4,"2,021",Black,7.65,Nigerian Used,"96,352"
VHL17889,Abuja,Hyundai,Elantra,"2,013",Red,3.00,Nigerian Used,
VHL11735,Abuja,Lexus,IS,"2,014",White,13.50,Foreign Used,
VHL16847,Lagos,Lexus,RX 350,"2,010",Black,9.85,Foreign Used,"64,536"
VHL17897,Abuja,Mercedes-Benz,G-Class G 63 AMG,"2,021",Black,298.00,Brand New,
VHL18911,Abuja,Lexus,RX 330,"2,004",Black,3.50,Nigerian Used,
VHL17276,Ibadan,Ford,F-150 XLT,"2,010",Red,6.50,Foreign Used,"122,588"
VHL13394,Abuja,Honda,Accord,"2,015",White,7.20,Foreign Used,"11,253"
VHL11396,Abuja,Lexus,RX 350 2WD,"2,020",Gray,26.80,Brand New,"2,000"
VHL13916,Lagos,Toyota,4-Runner Limited 4WD,"2,012",Silver,12.50,Foreign Used,"75,000"
VHL10138,Abuja,Land Rover,Range Rover Velar P380 SE R-Dynamic 4x4,"2,018",Ivory,42.00,Foreign Used,"26,000"
VHL12547,Lagos,Mercedes-Benz,M Class ML 350 4Matic,,Silver,12.50,Foreign Used,"131,000"
VHL10432,Lagos,Acura,MDX Tech & A-Spec Pkgs SH-AWD,"2,019",White,20.80,Foreign Used,
VHL10116,Lagos,Toyota,Camry,"2,011",Gray,4.65,Foreign Used,"69,986"
VHL13766,Abuja,Toyota,Camry,"2,020",Silver,27.00,Brand New,
VHL10231,Lagos,Lexus,RX 350,"2,011",Gold,9.00,Foreign Used,"40,521"
VHL12254,Lagos,Toyota,Sequoia,"2,004",Silver,3.30,Foreign Used,"330,420"
VHL13972,Ibadan,Mercedes-Benz,E350,"2,010",Black,6.30,Foreign Used,
VHL12920,Lagos,Mercedes-Benz,C300,"2,011",Silver,6.00,Foreign Used,"171,856"
VHL17252,Lagos,Toyota,RAV4 XLE AWD,"2,020",Gray,25.00,Foreign Used,"7,000"
VHL17360,Abuja,Lexus,ES 350,"2,007",Silver,4.80,Foreign Used,
VHL18936,Abuja,Toyota,Camry,"2,004",Black,1.65,Nigerian Used,"131,693"
VHL13944,Lagos,Mercedes-Benz,GL-Class,"2,014",Black,13.50,Foreign Used,
VHL18980,Abuja,Land Rover,Land Rover Defender,"2,021",Black,70.00,Brand New,"1,580"
VHL15341,Abuja,Kia,Soul Automatic,"2,011",Silver,2.35,Nigerian Used,"98,000"
VHL12988,Lagos,Hyundai,Tucson GL FWD,"2,006",Brown,1.69,Nigerian Used,"300,230"
VHL17324,Lagos,Toyota,Highlander V6,"2,009",Gray,4.50,Nigerian Used,"247,907"
VHL19929,Abuja,Toyota,Hilux,"2,017",White,10.60,Nigerian Used,"58,727"
VHL18435,Abuja,Toyota,Highlander Limited,"2,008",Silver,4.50,Nigerian Used,"198,747"
VHL15946,Lagos,Lexus,RX 350 AWD,"2,014",Gray,11.50,Foreign Used,"67,000"
VHL11061,Lagos,Toyota,Camry,"2,008",Blue,2.80,Nigerian Used,
VHL18914,Abuja,Honda,Ridgeline,"2,007",Silver,2.81,Nigerian Used,"234,580"
VHL15948,Abuja,Toyota,HiAce,"2,010",White,6.75,Nigerian Used,"187,491"
VHL12408,Lagos,Acura,MDX,"2,019",Black,18.90,Foreign Used,
VHL17422,Lagos,Lexus,GX 460 Luxury,"2,019",Black,36.50,Foreign Used,
VHL13513,Abuja,Hummer,H3 SUV Sport Utility,"2,006",Black,5.50,Nigerian Used,"2,800"
VHL10707,Abuja,Honda,Accord,"2,006",Silver,1.10,Nigerian Used,"89,000"
VHL17987,Lagos,Lexus,ES 350,"2,011",Gray,4.85,Foreign Used,
VHL16157,Ibadan,Honda,Accord,"2,004",Red,0.90,Nigerian Used,"365,423"
VHL14369,Abuja,Volkswagen,Golf TDI 4-Door W/ Sun. & Nav.,"2,013",Black,4.65,Foreign Used,
VHL11860,Abuja,Mercedes-Benz,GLE-Class,"2,017",Black,18.00,Foreign Used,
VHL11900,Lagos,Ford,Edge,"2,009",White,2.59,Nigerian Used,"168,405"
VHL19968,Lagos,Toyota,Tacoma Access Cab V6,"2,010",Black,7.50,Foreign Used,"75,000"
VHL17372,Ibadan,Honda,Accord 2.4 EX Automatic,"2,008",Silver,3.20,Foreign Used,"101,000"
VHL11677,Abuja,Toyota,RAV4 LE 4dr SUV (2.5L 4cyl 6A),"2,018",Blue,11.70,Foreign Used,"19,500"
VHL18305,Abuja,Toyota,Camry,"2,017",Blue,5.70,Foreign Used,
VHL10877,Lagos,Kia,Cerato,"2,009",Black,1.19,,"102,633"
VHL17381,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,007",Brown,4.30,Foreign Used,"75,285"
VHL14745,Abuja,Honda,Accord,"2,009",Black,2.20,Nigerian Used,"100,201"
VHL11425,Lagos,Toyota,4-Runner Limited 4x4,"2,018",Gray,25.50,Foreign Used,"27,000"
VHL12699,Lagos,Toyota,Venza V6 AWD,"2,010",Gray,7.55,Foreign Used,"86,345"
VHL14173,Lagos,Toyota,Camry,"2,009",Silver,3.65,Foreign Used,
VHL10046,Abuja,Toyota,Corolla,"2,016",Black,5.90,Foreign Used,"39,000"
VHL13826,Abuja,Mercedes-Benz,GL-Class GL 450,"2,008",Black,4.80,Nigerian Used,
VHL17570,Abuja,Dodge,Charger R/T AWD,"2,013",Blue,9.50,Foreign Used,"36,000"
VHL15374,Abuja,Toyota,Camry LE FWD (2.5L 4cyl 8AM),"2,018",Silver,12.00,Foreign Used,
VHL18991,Lagos,Mercedes-Benz,GL-Class,"2,007",Black,2.80,Nigerian Used,"1,985,400"
VHL12496,Abuja,Toyota,Camry,"2,014",Red,6.19,Foreign Used,"60,999"
VHL14314,Lagos,Toyota,Highlander Limited,"2,010",Silver,7.80,Foreign Used,
VHL11142,Abuja,Mercedes-Benz,GLE43,"2,017",Black,42.00,Foreign Used,"29,000"
VHL18359,Abuja,Land Rover,Range Rover Velar P380 HSE R-Dynamic 4x4,"2,018",Gray,49.00,Foreign Used,"54,000"
VHL16229,Lagos,Toyota,Highlander Limited,"2,010",Black,6.80,Foreign Used,"81,258"
VHL14287,Ibadan,Toyota,Avalon,"2,004",Burgandy,1.13,Nigerian Used,"280,892"
VHL19889,Lagos,Lexus,ES,"2,015",Black,9.50,Foreign Used,
VHL16204,Abuja,Lexus,GX 460 Luxury,"2,015",Black,14.20,Nigerian Used,
VHL12370,Abuja,Mercedes-Benz,C43,"2,017",Blue,24.00,Nigerian Used,
VHL12585,Abuja,Toyota,Camry,"2,015",Blue,7.10,Foreign Used,"42,000"
VHL19236,Abuja,Toyota,Camry,"2,011",Gray,3.80,Foreign Used,"74,000"
VHL12578,Lagos,Skoda,Octavia,"2,014",Black,3.38,Nigerian Used,"51,992"
VHL19031,Lagos,Lexus,ES 350 FWD,"2,014",White,9.15,Foreign Used,"65,000"
VHL11424,Lagos,Toyota,Highlander,"2,011",Silver,11.25,Foreign Used,"134,677"
VHL12387,Lagos,Toyota,Highlander XLE 4x4 V6 (3.5L 6cyl 8A),"2,017",Gray,15.50,Foreign Used,"46,000"
VHL13240,Abuja,Toyota,Corolla,"2,009",Silver,2.50,Nigerian Used,"78,552"
VHL14271,Lagos,Lexus,IS 250,"2,007",Silver,3.80,Foreign Used,"85,000"
VHL18802,Lagos,Honda,Civic,"2,003",Silver,0.73,Nigerian Used,"214,514"
VHL13314,Ibadan,Toyota,Highlander Sport,"2,008",Gold,4.70,Foreign Used,"298,500"
VHL14275,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Blue,10.50,Foreign Used,"63,251"
VHL18473,Lagos,Toyota,RAV4 LE 4dr SUV (2.5L 4cyl 6A),"2,014",Silver,9.50,Foreign Used,
VHL19230,Abuja,Toyota,RAV4 LE AWD,"2,019",Red,19.00,Foreign Used,"52,352"
VHL15590,Ibadan,Toyota,Camry,"2,008",Black,3.30,Foreign Used,
VHL16366,Lagos,Toyota,Camry,"2,005",Gold,2.65,Foreign Used,"106,200"
VHL17029,Abuja,Mercedes-Benz,E550,"2,011",Gray,7.20,Foreign Used,"105,000"
VHL17395,Abuja,Dodge,Charger SXT,"2,008",White,3.60,Foreign Used,"60,000"
VHL15577,Lagos,Mercedes-Benz,GLA-Class,"2,019",Black,18.85,Foreign Used,"22,000"
VHL16054,Abuja,Mercedes-Benz,G-Class G 500,"2,016",Black,98.00,Foreign Used,"420,000"
VHL10231,Abuja,Toyota,Highlander,"2,021",Black,40.00,Brand New,
VHL14429,Lagos,Mercedes-Benz,E300,"2,017",Black,19.00,Foreign Used,"47,235"
VHL17474,Abuja,Toyota,Camry,"2,010",Green,2.30,Nigerian Used,"70,189"
VHL14017,Abuja,Toyota,Sienna,"2,000",Blue,1.50,Nigerian Used,"110,000"
VHL11595,Abuja,Hyundai,Sonata,"2,017",Black,7.50,Foreign Used,"77,390"
VHL17639,Abuja,Toyota,Camry,"2,015",Gray,7.50,Foreign Used,
VHL12588,Abuja,Cadillac,Escalade,"2,019",Black,70.00,Foreign Used,"9,748"
VHL14838,Abuja,Peugeot,306,"2,005",Silver,1.60,Nigerian Used,
VHL17246,Abuja,Toyota,4-Runner,"2,020",Black,31.80,Brand New,"1,066"
VHL13600,Lagos,Mitsubishi,SpaceStar,"1,995",White,2.05,,"337,469"
VHL10576,Abuja,Honda,Civic 1.4,"2,006",Gray,1.35,Nigerian Used,
VHL10552,Abuja,Mercedes-Benz,C300,"2,008",Black,4.50,Nigerian Used,"32,000"
VHL16054,Abuja,Mercedes-Benz,GLE-Class,"2,016",Black,24.00,Foreign Used,"21,453"
VHL16239,Lagos,Lexus,RX 350 FWD,"2,018",Red,23.00,Foreign Used,
VHL13157,Abuja,Ford,Mustang,"2,014",Gray,8.00,Foreign Used,"59,000"
VHL13060,Lagos,Mercedes-Benz,S-Class,"2,015",Brown,27.50,Foreign Used,
VHL10246,Lagos,Toyota,Highlander,"2,004",Silver,3.09,,"138,400"
VHL16881,Ibadan,Mercedes-Benz,M Class ML 350 4Matic,"2,010",Black,6.70,Foreign Used,
VHL16060,Lagos,Lexus,RX 300 4WD,"2,001",Black,1.91,Nigerian Used,"152,799"
VHL13323,Lagos,Acura,MDX,"2,011",Gray,6.50,Foreign Used,"87,545"
VHL18758,Abuja,Toyota,Avalon Limited,"2,020",Blue,26.00,Foreign Used,"4,600"
VHL13686,Abuja,Lexus,ES 330,"2,005",Silver,3.80,Foreign Used,"222,566"
VHL10977,Ibadan,Toyota,Avensis,"2,012",Black,2.00,Nigerian Used,
VHL14239,Abuja,Hyundai,Sonata,"2,015",Silver,6.40,Foreign Used,
VHL13266,Abuja,Land Rover,Rover Lr3 V8 HSE AWD,"2,008",Black,3.10,Nigerian Used,"86,000"
VHL15347,Lagos,Toyota,Highlander Limited 3.5l 4WD,"2,013",Blue,9.50,Foreign Used,"105,577"
VHL13875,Abuja,Lexus,RX 350,"2,010",Silver,8.70,Foreign Used,
VHL15689,Ibadan,Lexus,RX 350 AWD,"2,013",Black,11.00,Foreign Used,
VHL10014,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,009",Black,4.80,Foreign Used,
VHL13641,Lagos,Nissan,Micra,"2,005",Gold,1.13,Nigerian Used,"103,863"
VHL19332,Lagos,Toyota,RAV4 XLE AWD (2.5L 4cyl 6A),"2,016",Silver,10.89,Foreign Used,"92,000"
VHL19306,Lagos,Honda,Accord Automatic,"2,003",Green,1.01,Nigerian Used,"176,314"
VHL10949,Lagos,Toyota,4-Runner Limited V6,"2,007",Black,5.50,Foreign Used,
VHL15877,Lagos,Toyota,Tacoma Regular Cab,"2,009",White,10.30,Foreign Used,"78,964"
VHL19146,Lagos,Toyota,Venza V6,"2,010",White,8.00,Foreign Used,
VHL10834,Lagos,Toyota,Sienna,"2,001",Silver,1.01,Nigerian Used,"319,360"
VHL19233,Lagos,Lexus,ES 300,"2,002",Black,2.81,Brand New,"111,408"
VHL17587,Abuja,Peugeot,508,"2,014",White,6.50,Nigerian Used,
VHL10568,Lagos,Lexus,RX,"2,008",Gray,5.90,Foreign Used,
VHL17228,Lagos,Lexus,ES,"2,011",Gold,5.90,Foreign Used,"63,256"
VHL15452,Lagos,Lexus,IS 250 AWD,"2,007",Red,3.55,Foreign Used,"87,000"
VHL17673,Lagos,Toyota,Camry,"2,008",Silver,4.15,Foreign Used,"73,555"
VHL15089,Lagos,Lexus,GX 460 Luxury,"2,018",Silver,27.90,Foreign Used,"24,984"
VHL12964,Lagos,Toyota,Venza XLE AWD,"2,013",Red,8.70,Foreign Used,"89,000"
VHL16221,Abuja,Toyota,Avensis Wagon 2 D4 VVT-i,"2,000",White,2.50,Foreign Used,"121,413"
VHL17893,Lagos,Lexus,ES 350,"2,011",Red,6.50,Foreign Used,
VHL11413,Abuja,Mini,Cooper John Cooper Works,"2,012",Silver,4.50,Nigerian Used,"124,976"
VHL12239,Lagos,Hyundai,Ix35,"2,011",Black,2.81,Nigerian Used,"126,281"
VHL16935,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,012",Black,12.50,Foreign Used,
VHL10431,Abuja,Lexus,LS 460 L RWD,"2,008",Black,8.50,Foreign Used,
VHL16578,Abuja,Toyota,Highlander V6 FWD,"2,003",White,2.50,Nigerian Used,
VHL17143,Lagos,Lexus,RX 350,"2,011",Silver,10.00,Foreign Used,"102,678"
VHL18472,Abuja,Toyota,Camry,"2,012",Black,4.16,Nigerian Used,"205,527"
VHL15563,Lagos,Toyota,4-Runner,"2,014",Black,23.00,Foreign Used,
VHL15815,Lagos,Toyota,Highlander XLE FWD,"2,020",Black,45.00,Foreign Used,"11,543"
VHL11423,Abuja,Toyota,Camry,"2,008",Black,2.60,Nigerian Used,
VHL16951,Lagos,Toyota,Tundra Regular Cab,"2,006",White,5.50,Foreign Used,"105,244"
VHL11504,Ibadan,Toyota,Camry,"2,007",Gold,3.25,Foreign Used,
VHL15787,Lagos,Lexus,ES 350,"2,007",Blue,4.40,Foreign Used,
VHL14954,Abuja,Lexus,LX,"2,016",Black,35.00,Foreign Used,"5,000"
VHL10473,Lagos,Toyota,4-Runner Limited 4WD,"2,011",Silver,9.85,Foreign Used,"89,527"
VHL17313,Lagos,Toyota,Highlander Limited 3.5l 4WD,"2,013",White,9.60,Foreign Used,
VHL10333,Abuja,Mercedes-Benz,C300,"2,021",Gray,47.00,Foreign Used,"7,900"
VHL12968,Lagos,Toyota,Tacoma SR5,"2,017",Silver,18.50,Foreign Used,
VHL11366,Lagos,Mercedes-Benz,GLE-Class,"2,020",Blue,29.50,Foreign Used,"45,288"
VHL10191,Abuja,Toyota,Corolla S,"2,004",Blue,2.50,Foreign Used,"81,200"
VHL13303,Lagos,Mercedes-Benz,GLA-Class,"2,018",Red,19.50,Foreign Used,"11,000"
VHL14691,Ibadan,Toyota,RAV4 Sport V6 4x4,"2,007",Red,2.55,Nigerian Used,"140,731"
VHL12530,Lagos,Mitsubishi,Pajero,"2,017",Silver,12.50,Nigerian Used,
VHL16612,Lagos,Mercedes-Benz,GL-Class GL 450,"2,013",White,14.50,Foreign Used,
VHL16234,Lagos,Toyota,Highlander Limited,"2,011",Black,7.00,Nigerian Used,"80,000"
VHL18617,Lagos,Ford,Focus Matt,"2,012",Black,3.94,Nigerian Used,"88,139"
VHL10651,Abuja,Mercedes-Benz,E350,"2,015",Green,13.00,Foreign Used,"75,000"
VHL12762,Abuja,BMW,X3,"2,006",Red,2.00,Nigerian Used,"288,727"
VHL17445,Lagos,Lexus,RX 330 AWD,"2,006",Gold,5.00,Foreign Used,
VHL17517,Abuja,Lexus,ES 350 FWD,"2,014",Gray,11.20,Foreign Used,"52,000"
VHL15129,Lagos,Toyota,Tundra,"2,001",Red,1.69,Nigerian Used,"317,799"
VHL17274,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,013",White,13.50,Foreign Used,"65,000"
VHL17801,Lagos,Toyota,Highlander Limited,"2,012",Black,8.50,Foreign Used,"60,000"
VHL19507,Abuja,Toyota,Corolla LE,"2,020",Red,17.00,Foreign Used,"11,230"
VHL13519,Abuja,Toyota,Venza V6,"2,010",Black,5.10,Nigerian Used,
VHL10958,Abuja,Toyota,Highlander,"2,017",Black,16.50,Foreign Used,"31,785"
VHL15846,Abuja,Toyota,Camry,"2,013",Black,4.90,Foreign Used,
VHL11347,Lagos,Mercedes-Benz,G-Class,"2,003",White,15.69,,129
VHL17629,Abuja,Toyota,Highlander,"2,007",Green,3.20,Nigerian Used,"125,556"
VHL19327,Abuja,Toyota,Corolla,"2,009",White,4.30,Foreign Used,"125,367"
VHL13644,Lagos,Lexus,RX 350,"2,010",Gold,8.50,Foreign Used,
VHL11439,Abuja,Mazda,CX-9,"2,008",Black,3.90,Foreign Used,
VHL16191,Lagos,Toyota,RAV4 LE FWD,"2,019",Gray,18.00,Foreign Used,"63,646"
VHL13788,Abuja,Mercedes-Benz,C240,"2,004",White,1.60,Nigerian Used,"1,123,856"
VHL13402,Abuja,Volkswagen,Passat,"2,013",Black,2.50,Nigerian Used,
VHL17958,Lagos,Toyota,Camry,"2,009",White,3.50,Foreign Used,"34,332"
VHL15928,Abuja,Toyota,Corolla 1.4,"2,004",Blue,2.00,Nigerian Used,
VHL13814,Lagos,Ford,Econoline,"2,013",Blue,5.63,Nigerian Used,"220,846"
VHL11675,Abuja,Toyota,Corsa,"2,008",Gold,7.50,Foreign Used,"150,000"
VHL16979,Lagos,Kia,Kia Cerato,"2,021",Black,11.80,Brand New,
VHL10533,Lagos,Mitsubishi,Pajero 3,"2,012",Black,2.20,Nigerian Used,"163,255"
VHL11933,Abuja,Toyota,Land Cruiser 5.7 V8 VX-S,"2,021",Black,115.00,Brand New,45
VHL11170,Lagos,Ford,Edge SE 4dr AWD (3.5L 6cyl 6A),"2,007",White,2.36,Nigerian Used,"115,975"
VHL15557,Abuja,Toyota,Land Cruiser 4.5 V8 GXR,"2,020",Black,63.00,Foreign Used,
VHL15039,Lagos,Lexus,RX 350,"2,011",Silver,8.95,Foreign Used,"52,054"
VHL17006,Abuja,Toyota,Highlander,"2,015",Gray,12.90,Foreign Used,"46,915"
VHL18012,Abuja,Honda,Accord Crosstour EX-L,"2,011",Gray,2.80,Nigerian Used,
VHL11694,Abuja,Lexus,IS,"2,008",Silver,3.70,Nigerian Used,"54,215"
VHL10877,Abuja,BMW,330i,"2,008",Green,3.71,Foreign Used,"315,903"
VHL17113,Abuja,Toyota,Corolla,"2,012",White,4.20,Foreign Used,
VHL12651,Lagos,Lexus,ES 350,"2,008",Beige,4.50,Foreign Used,"75,000"
VHL14658,Abuja,Toyota,RAV4 XLE AWD (2.5L 4cyl 6A),"2,017",Silver,12.00,Foreign Used,"75,000"
VHL15679,Lagos,Lexus,LX 570 Three-Row,"2,020",Black,165.00,Brand New,500
VHL11522,Lagos,Toyota,Venza LE FWD,"2,013",Gray,7.70,Foreign Used,
VHL19358,Abuja,Hyundai,Elantra,"2,017",Brown,5.50,Nigerian Used,"45,000"
VHL10493,Lagos,Toyota,RAV4 Limited V6,"2,008",Gold,4.60,Foreign Used,
VHL14491,Lagos,Toyota,Land Cruiser 4 V6 GXR,"2,020",Black,55.00,Brand New,20
VHL18296,Ibadan,Lexus,IS 250,"2,008",Black,4.30,Foreign Used,"50,139"
VHL14207,Lagos,Toyota,Camry,"2,005",White,1.58,Nigerian Used,"210,599"
VHL13318,Abuja,Mercedes-Benz,GLE-Class,"2,017",Black,31.00,Foreign Used,"32,415"
VHL13801,Lagos,Toyota,Highlander V6,"2,007",Burgandy,3.90,Foreign Used,"83,000"
